Name;Year;Genres;IMDBRate;MyRate;Voters
Спасти рядового Райана;1998;Drama War;8.6;6;1050065
История о нас;1999;Comedy Drama Romance;5.9;6;19799
Волк;1994;Drama Horror Romance;6.2;7;47707
Married to the Mob;1988;Comedy Crime Romance;6.1;6;14126
Blind Date;1987;Comedy Romance;5.9;7;18610
The Witches of Eastwick;1987;Comedy Fantasy Horror;6.5;7;54360
Буря;2010;Comedy Drama Fantasy;5.4;7;6858
Moonlighting;1985;Comedy Drama Mystery;7.6;8;15529
Армагеддон;1998;Action Adventure Sci-Fi;6.6;7;358354
Девять ярдов 2;2004;Comedy Crime Thriller;5.5;6;49915
Неуязвимый;2000;Drama Mystery Sci-Fi;7.3;6;303193
Осада;1998;Action Thriller;6.3;5;63129
Цвет ночи;1994;Mystery Romance Thriller;5.1;5;20605
Next Time We Love;1936;Drama Romance;6.8;6;398
Идеальный незнакомец;2007;Crime Drama Horror;5.7;4;41250
Один прекрасный день;1996;Comedy Drama Romance;6.5;6;39516
Меркурий в опасности;1998;Action Crime Drama;6.1;5;60490
Смерть ей к лицу;1992;Comedy Fantasy Horror;6.5;8;90632
Броненосец Потёмкин;1925;Drama History;8;9;46274
Белый олеандр;2002;Drama;7.2;6;27573
A Woman of Paris: A Drama of Fate;1923;Drama Romance;7.1;7;4149
Bluebeard's Eighth Wife;1938;Comedy Romance;7.3;7;2578
Когда разойдутся тучи;1919;Action Comedy Romance;7.1;4;693
После смерти;1916;Drama;6.9;6;696
The Divine Woman;1928;Drama Romance;7.1;7;323
Милдред Пирс;2011;Drama;7.7;8;16436
The Poor Little Rich Girl;1917;Comedy Drama Family;6.8;7;1155
Sparrows;1926;Drama;7.4;6;1052
Coquette;1929;Drama Romance;7.1;6;1818
Поллианна;1920;Family Comedy Drama;6.8;7;286
Нью-йоркская шляпа;1912;Short Drama;6.5;7;644
Stella Maris;1918;Drama;7.3;5;1257
Женщина по рождению;1912;Short Drama;6;4;200
A Countess from Hong Kong;1967;Comedy Romance;6.1;7;4537
A Beast at Bay;1912;Short Drama;5.7;5;100
Rebel Without a Cause;1955;Drama;7.8;7;73186
Бэтмен: Начало;2005;Action Adventure;8.3;4;1142192
Кунг-фу Панда 2;2011;Animation Action Adventure;7.2;7;215872
My Best Girl;1927;Comedy Romance;7.6;6;721
Реальная любовь;2003;Comedy Drama Romance;7.6;7;364827
The Cowboy and the Lady;1938;Comedy Drama Romance;6.6;6;1027
Идиоты & ангелы;2008;Animation Comedy Drama;7.1;5;2796
Die freudlose Gasse;1925;Drama;7.4;7;1212
Shanghai Express;1932;Adventure Drama Romance;7.4;8;6076
Пираты Карибского моря: На странных берегах;2011;Action Adventure Fantasy;6.6;6;430210
A Free Soul;1931;Crime Drama Romance;6.7;4;1872
Possessed;1931;Drama Romance;6.8;6;1399
Гран Торино;2008;Drama;8.1;7;646049
Бабба Хо-Теп;2002;Comedy Fantasy Horror;7.1;4;41967
Driving Miss Daisy;1989;Drama;7.4;7;85011
Le trou;1960;Crime Drama Thriller;8.5;8;11897
Общество мёртвых поэтов;1989;Comedy Drama;8.1;7;343466
Bob le flambeur;1956;Crime Drama Thriller;7.8;7;8883
Ces amours-là;2010;Drama;6.7;4;582
Железнодорожный роман;2007;Drama;7.2;7;2251
Nevada;1927;Western;6.7;7;71
Вампиры;1915;Action Adventure Crime;6.9;7;3657
Ханна. Совершенное оружие;2011;Action Drama Thriller;6.8;4;173014
Guess Who's Coming to Dinner;1967;Comedy Drama;7.8;6;33676
Беспечный ездок;1969;Adventure Drama;7.4;5;85117
Вид сверху лучше;2003;Comedy Romance;5.2;5;23314
Идеальное убийство;1998;Crime Drama Thriller;6.5;6;71003
Осторожно, двери закрываются!;1998;Comedy Drama Fantasy;6.8;6;57624
Тор;2011;Action Adventure Fantasy;7;7;636059
Любовь зла;2001;Comedy Drama Fantasy;5.9;5;118350
Хладнокровный Люк;1967;Crime Drama;8.1;6;141889
Halloween II;1981;Horror;6.6;5;60066
Our Hospitality;1923;Comedy Romance Thriller;7.9;8;8716
Чaсы;2002;Drama Romance;7.6;8;113243
Дориан Грей;2009;Drama Fantasy Thriller;6.3;3;56521
Хэллоуин;1978;Horror Thriller;7.8;6;184834
All the President's Men;1976;Biography Drama History;8;8;87361
Champion;1949;Drama Film-Noir Sport;7.4;7;3072
Dracula;1931;Fantasy Horror;7.6;5;39065
Потустороннее;2010;Drama Fantasy;6.5;6;85732
Донни Дарко;2001;Drama Sci-Fi Thriller;8.1;5;673678
Останься со мной;1986;Adventure Drama;8.1;8;320901
Julius Caesar;1953;Biography Drama History;7.4;7;9014
'Northwest Passage' (Book I -- Rogers' Rangers);1940;Adventure Drama History;7.1;5;2821
Detective Story;1951;Crime Drama Film-Noir;7.6;7;6018
High Sierra;1941;Action Adventure Crime;7.6;8;12938
The African Queen;1951;Adventure Drama Romance;7.9;6;64541
The Crowd;1928;Drama Romance;8;8;6569
The Big Parade;1925;Drama Romance War;8.2;8;5523
Two Mules for Sister Sara;1970;Adventure Romance War;7;7;20154
Duel in the Sun;1946;Drama Romance Western;6.9;5;7162
Меняющие реальность;2011;Romance Sci-Fi Thriller;7.1;7;221017
Море внутри;2004;Biography Drama Romance;8;6;71010
Тень;1994;Action Adventure Crime;6;6;20842
Sophie's Choice;1982;Drama Romance;7.6;8;34680
Nosferatu: Phantom der Nacht;1979;Horror;7.6;6;27330
Рождение нации;1915;Drama History War;6.7;6;19483
Nashville;1975;Comedy Drama Music;7.8;6;20239
Седьмая печать;1957;Drama Fantasy;8.2;8;135912
Звонок;1998;Horror Mystery;7.3;7;56502
Побег из Нью-Йорка;1981;Action Sci-Fi;7.2;5;106737
Игры дьявола;2007;Crime Drama Thriller;7.3;8;88340
Беглец;1993;Action Crime Drama;7.8;6;237211
Тренировочный день;2001;Crime Drama Thriller;7.7;7;343979
Донни Браско;1997;Biography Crime Drama;7.8;6;248676
Deathwatch;1966;Drama;7;6;68
Чyнгкингский экспресс;1994;Crime Drama Romance;8.1;7;49372
Бэтмен;1989;Action Adventure;7.6;7;302007
Скорость;1994;Action Adventure Crime;7.2;6;291556
Золотой глаз;1995;Action Adventure Thriller;7.2;6;216786
Американский психопат;2000;Crime Drama;7.6;4;412447
Индиана Джонс и последний крестовый поход;1989;Action Adventure Fantasy;8.3;8;604959
Сломанные побеги;1919;Drama Romance;7.6;6;8178
Swing Time;1936;Comedy Musical Romance;7.7;7;10461
Ранго;2011;Animation Adventure Comedy;7.2;7;207866
Ordet;1955;Drama Fantasy;8.2;6;11588
Les enfants du paradis;1945;Drama Romance;8.3;9;16162
Partie de campagne;1936;Short Comedy Drama;7.8;7;4826
На последнем дыхании;1960;Crime Drama;7.9;8;61489
В поисках Немо;2003;Animation Adventure Comedy;8.1;8;826666
Рок-волна;2009;Comedy Drama Music;7.4;7;99085
Henry V;1989;Action Biography Drama;7.7;6;25774
The Spirit of St. Louis;1957;Adventure Biography Drama;7.2;6;6434
Спасатель;2006;Action Adventure Drama;6.9;4;81364
Little Big Man;1970;Adventure Comedy Drama;7.6;7;29592
La caduta degli dei (Götterdämmerung);1969;Drama War;7.6;10;6416
A Man for All Seasons;1966;Biography Drama History;7.9;6;26917
Унесённые ветром;1939;Drama History Romance;8.2;10;253634
Per qualche dollaro in più;1965;Western;8.3;8;193693
Земляничная поляна;1957;Drama Romance;8.2;8;79266
Амадей;1984;Biography Drama History;8.3;10;321513
Однажды на Диком Западе;1968;Western;8.5;8;258395
Blue Velvet;1986;Drama Mystery Thriller;7.8;8;155598
Расёмон;1950;Crime Drama Mystery;8.3;8;126527
Per un pugno di dollari;1964;Western;8;8;170284
Индиана Джонс: В поисках утраченного ковчега;1981;Action Adventure;8.5;8;772302
Umberto D.;1952;Drama;8.2;7;19256
Дни жатвы;1978;Drama Romance;7.9;6;43908
Рататуй;2007;Animation Adventure Comedy;8;8;547674
Дипломная работа;1996;Mystery Thriller;7.5;7;31637
Dou san;1989;Action Comedy Drama;7.4;6;3906
Network;1976;Drama;8.1;8;125302
Город Бога;2002;Crime Drama;8.6;7;616735
Жизнь других;2006;Drama Thriller;8.4;7;307664
12 обезьян;1995;Mystery Sci-Fi Thriller;8;8;526588
На игле;1996;Drama;8.2;7;566325
Другие;2001;Horror Mystery Thriller;7.6;7;303499
Залечь на дно в Брюгге;2008;Comedy Crime Drama;7.9;8;349319
Скафандр и бабочка;2007;Biography Drama;8;8;96596
Забавные игры;1997;Crime Drama Thriller;7.6;7;53247
Южный Парк: Большой, длинный, необрезанный;1999;Animation Comedy Fantasy;7.8;7;177321
Матрица;1999;Action Sci-Fi;8.7;8;1430254
500 дней летa;2009;Comedy Drama Romance;7.7;7;426839
The Elephant Man;1980;Biography Drama;8.2;8;192206
La règle du jeu;1939;Comedy Drama;8.1;6;23297
The Accused;1988;Drama;7.1;6;27671
Zong heng si hai;1991;Action Comedy Crime;6.8;6;5149
Счастливы вместе;1997;Drama Romance;7.8;6;18248
Les demoiselles de Rochefort;1967;Comedy Drama Musical;7.7;6;6380
Ying hung boon sik;1986;Action Crime Drama;7.6;6;17815
Le salaire de la peur;1953;Adventure Drama Thriller;8.1;8;45914
Warlock;1959;Western;7.3;6;4514
Мюнхен;2005;Drama History Thriller;7.6;5;193563
Sorok pervyy;1956;War Drama Romance;7.7;8;1152
Rosemary's Baby;1968;Drama Horror;8;8;161747
This Gun for Hire;1942;Crime Drama Film-Noir;7.5;8;6952
Бонни и Клайд;1967;Action Biography Crime;7.9;7;90334
Kiss Me Deadly;1955;Crime Film-Noir Mystery;7.7;7;16007
Иван Грозный;1944;Biography Drama History;7.6;7;7859
Cape Fear;1962;Drama Thriller;7.8;7;22972
Sudba cheloveka;1959;Drama War;8.1;7;2166
Cat on a Hot Tin Roof;1958;Drama;8.1;8;38718
Север и Юг;2004;Drama Romance;8.7;8;25737
Yôjinbô;1961;Action Drama Thriller;8.3;8;91727
The Glass Key;1942;Crime Drama Film-Noir;7.1;6;4627
Оправданная жестокость;2005;Drama Thriller;7.5;8;205303
Дитя человеческое;2006;Drama Sci-Fi Thriller;7.9;7;410411
Планета Ка-Пэкс;2001;Drama Sci-Fi;7.4;7;163667
The Appaloosa;1966;Western;6.3;7;2510
Реквием по мечте;2000;Drama;8.3;8;671335
The Army of Shadows;1969;Drama War;8.2;8;17116
Луна 2112;2009;Drama Mystery Sci-Fi;7.9;8;300471
Траффик;2000;Crime Drama Thriller;7.6;5;182414
Криминальное чтиво;1994;Crime Drama;8.9;10;1556269
The Fly;1986;Drama Horror Sci-Fi;7.5;8;138267
Солярис;2002;Drama Mystery Romance;6.2;5;73254
Отчаянный;1995;Action Thriller;7.2;7;154290
Гордость и предубеждение;1995;Drama Romance;8.9;8;64010
Игры разума;2001;Biography Drama;8.2;6;734036
Паук;2002;Drama Mystery Thriller;6.8;7;32895
Шоссе в никуда;1997;Mystery Thriller;7.6;8;113625
Столкновение;2004;Crime Drama Thriller;7.8;8;391898
С меня хватит!;1993;Crime Drama Thriller;7.6;7;150642
Дорога;2009;Adventure Drama;7.3;6;200458
Война миров;2005;Adventure Sci-Fi Thriller;6.5;4;374268
Подозрительные лица;1995;Crime Mystery Thriller;8.6;8;865837
Бешеные псы;1992;Crime Drama Thriller;8.3;9;785197
Хранители;2009;Action Drama Mystery;7.6;8;437690
Порок на экспорт;2007;Crime Drama Mystery;7.7;8;208572
Ночи Кабирии;1957;Drama;8.1;7;36675
Трудности перевода;2003;Drama;7.8;5;361615
Опасные связи;1988;Drama Romance;7.6;9;58141
Обещание;2001;Crime Drama Mystery;6.8;6;47989
Сумасшедшее сердце;2009;Drama Music Romance;7.3;5;76866
21 грaмм;2003;Crime Drama Thriller;7.7;7;207303
Ультиматум Борна;2007;Action Mystery Thriller;8;7;566622
Прах времен;1994;Action Drama;7.2;6;11510
Трудная мишень;1993;Action Thriller;6.1;6;39357
Crimes and Misdemeanors;1989;Comedy Drama;8;6;48539
Круто сваренные;1992;Action Crime Thriller;7.9;8;42301
Seppuku;1962;Action Drama History;8.7;7;22975
Une femme est une femme;1961;Comedy Drama Romance;7.6;5;12561
Dip huet seung hung;1989;Action Crime Drama;7.9;8;41997
The General;1926;Action Adventure Comedy;8.2;6;67810
Светлячок;2002;Adventure Drama Sci-Fi;9;10;216704
Les diaboliques;1955;Crime Drama Horror;8.1;8;53774
Die Büchse der Pandora;1929;Crime Drama Romance;8;9;8462
Скачи по высокогорью;1962;Western;7.5;8;10534
Нетерпимость;1916;Drama History;8;6;12249
Симпсоны;1989;Animation Comedy;8.7;8;317701
Forbidden Planet;1956;Action Adventure Sci-Fi;7.6;7;39633
Бразилия;1985;Drama Sci-Fi;8;7;169875
Иван Васильевич меняет профессию;1973;Adventure Comedy Musical;8.4;7;12400
The Gold Rush;1925;Adventure Comedy Drama;8.2;6;84665
Goldfinger;1964;Action Adventure Thriller;7.7;7;153624
Доктор Мабузе, игрок;1922;Crime Mystery Thriller;7.9;6;6203
Южный парк;1997;Animation Comedy;8.7;8;286424
Эльвира: Повелительница тьмы-2;2001;Comedy Horror;5.9;6;2422
От заката до рассвета;1996;Action Crime Horror;7.3;7;249065
Metropolis;1927;Drama Sci-Fi;8.3;7;135913
Хороший, плохой, злой;1966;Western;8.9;8;590792
Letyat zhuravli;1957;Drama Romance War;8.3;8;12278
One Flew Over the Cuckoo's Nest;1975;Drama;8.7;10;792270
Скотт Пилигрим против всех;2010;Action Comedy Romance;7.5;6;321726
Три цвета: Красный;1994;Drama Mystery Romance;8.1;7;75741
Rancho Notorious;1952;Western;7;7;3354
Американский пирог;1999;Comedy;7;5;343369
Продавщица;2005;Drama Romance;6.4;5;22401
Железный человек;2008;Action Adventure Sci-Fi;7.9;7;809626
Бэтмен возвращается;1992;Action Crime Fantasy;7;6;243435
Вхoд и выход;1997;Comedy Romance;6.3;6;35158
Крик 2;1997;Horror Mystery;6.1;6;139229
Сумерки;2008;Drama Fantasy Romance;5.2;3;379585
Die Nibelungen: Siegfried;1924;Adventure Drama Fantasy;8.1;6;4424
Ты встретишь таинственного незнакомца;2010;Comedy Drama Romance;6.3;6;40681
Небесные создания;1994;Biography Crime Drama;7.4;7;54643
An American in Paris;1951;Drama Musical Romance;7.2;5;26146
Чёрный лeбедь;2010;Drama Thriller;8;6;623340
Запах женщины;1992;Drama;8;6;222377
Четыре свадьбы и oдни похороны;1994;Comedy Drama Romance;7.1;7;121167
Le genou de Claire;1970;Drama Romance;7.8;6;7066
Малхолланд Драйв;2001;Drama Mystery Thriller;8;8;278872
The Garden of Allah;1936;Adventure Drama Romance;6;4;1165
Привидение;1990;Drama Fantasy Romance;7;7;172185
Shadow of the Thin Man;1941;Comedy Crime Mystery;7.3;7;4607
The Thin Man Goes Home;1944;Comedy Crime Mystery;7.4;6;4239
Лузеры;2009;Comedy Drama Music;6.7;8;123244
Onna ga kaidan wo agaru toki;1960;Drama;8.2;8;3031
Железная хватка;2010;Adventure Drama Western;7.6;8;271707
The Quiet Man;1952;Comedy Drama Romance;7.8;7;30465
The Awful Truth;1937;Comedy Romance;7.9;7;15341
Shurayukihime;1973;Action Drama Thriller;7.7;7;9930
Подручный Хадсакера;1994;Comedy Drama Fantasy;7.3;7;70708
Test Pilot;1938;Drama Romance;6.9;7;1880
Кошмар на улице Вязов;2010;Crime Drama Horror;5.2;6;82957
Freddy's Dead: The Final Nightmare;1991;Fantasy Horror;4.9;3;35671
A Nightmare on Elm Street: The Dream Child;1989;Fantasy Horror;5.1;4;34737
Последний бойскаут;1991;Action Comedy Crime;7;7;83672
Night of the Lepus;1972;Horror Sci-Fi Thriller;4;3;3595
Фредди против Джейсона;2003;Action Horror;5.8;2;99474
A Nightmare on Elm Street 3: Dream Warriors;1987;Action Fantasy Horror;6.6;4;59404
A Nightmare on Elm Street 4: The Dream Master;1988;Horror;5.7;4;42455
Полицейская академия: Миссия в Москве;1994;Comedy Crime;3.4;3;27939
A Nightmare on Elm Street Part 2: Freddy's Revenge;1985;Horror;5.4;3;51547
Валентинка;2010;Drama Romance;7.4;6;163560
The Patsy;1928;Comedy Drama Romance;8.1;7;2120
Джуд;1996;Drama Romance;7;6;9315
Shane;1953;Drama Western;7.7;7;32263
Король говорит!;2010;Biography Drama History;8;8;571317
Кроличья нора;2010;Drama;7;7;44399
Greed;1924;Drama Thriller Western;7.9;5;8015
Детки в порядке;2010;Comedy Drama Romance;7;5;118615
Невидимая сторона;2009;Biography Drama Sport;7.7;3;256151
127 чaсов;2010;Adventure Biography Drama;7.6;6;312794
Duck Soup;1933;Comedy Musical War;8;3;50921
Приключения Тома Сойера и Гекльберри Финна;1982;Adventure Family;7.6;6;295
Ангел;2007;Drama Romance;5.9;7;4841
Отчаянная домохозяйка;2010;Comedy;6.4;7;9237
Svetlyy put;1940;Comedy Musical;6.7;5;97
Tayna chyornykh drozdov;1983;Crime Mystery;6.6;5;169
Pyatnadtsatiletniy kapitan;1946;Adventure Family;7.5;5;79
Боец;2010;Biography Drama Sport;7.8;5;306495
Как трусливый Роберт Форд убил Джесси Джеймса;2007;Biography Crime Drama;7.5;8;152358
Volshebnik Izumrudnogo goroda;1974;Animation Adventure Fantasy;7.1;7;126
Zhizn i udivitelnye priklyucheniya Robinzona Kruzo;1973;Adventure;6.6;5;183
Vyyti zamuzh za kapitana;1985;Comedy Romance;6.5;5;113
Star Trek V: The Final Frontier;1989;Action Adventure Fantasy;5.4;5;49718
Куда приводят мечты;1998;Drama Fantasy Romance;7;5;92672
Vory v zakone;1988;Crime Thriller;5.8;3;181
Yoidore tenshi;1948;Crime Drama Romance;7.8;6;8161
Dodsworth;1936;Drama Romance;8.1;8;7013
Варвара-краса, длинная коса;1970;Comedy Drama Family;7.3;6;703
Доктор Хаус;2004;Drama Mystery;8.8;8;359323
Vesna;1947;Comedy Musical Romance;7.1;7;341
Star Trek III: The Search for Spock;1984;Action Adventure Sci-Fi;6.7;6;66288
Здравствуйте, я ваша тётя!;1975;Comedy;7.6;7;1174
Yunost Petra;1980;Biography Drama History;7.2;6;145
True Grit;1969;Adventure Drama Western;7.4;7;37426
The Leopard Man;1943;Horror Thriller;6.9;6;3821
The Thief of Bagdad;1924;Adventure Family Fantasy;7.9;7;4765
Queen Kelly;1929;Drama;7.8;7;2895
Кинг Конг;1933;Adventure Horror Sci-Fi;7.9;8;71570
My Man Godfrey;1936;Comedy Drama Romance;8.1;6;17722
Гордость и предубеждение;2005;Drama Romance;7.8;4;221090
To Be or Not to Be;1942;Comedy War;8.2;9;22177
Wings;1927;Drama Romance War;7.7;7;9608
Индокитай;1992;Drama Romance;7.1;8;8246
Не отпускай меня;2010;Drama Romance Sci-Fi;7.2;7;126057
Миссия Серенити;2005;Action Adventure Sci-Fi;7.9;8;262923
The Unknown;1927;Drama Horror Romance;7.8;6;6109
Blazing Saddles;1974;Comedy Western;7.8;4;110924
Barbarella;1968;Adventure Comedy Fantasy;5.9;4;28020
Creature from the Black Lagoon;1954;Horror;7;5;21496
The Wedding Night;1935;Drama Romance;6.7;6;645
Малыш;1921;Comedy Drama Family;8.3;9;89802
The Bad and the Beautiful;1952;Drama Romance;7.9;8;11262
The Graduate;1967;Comedy Drama Romance;8;8;231205
Железный человек 2;2010;Action Adventure Sci-Fi;7;8;613418
Повелитель бури;2008;Drama History Thriller;7.6;7;378131
The Big Country;1958;Romance Western;7.9;9;13241
To Catch a Thief;1955;Mystery Romance Thriller;7.5;7;53655
Шерлок Холмс;2009;Action Adventure Crime;7.6;9;531739
Тачки;2006;Animation Comedy Family;7.1;8;309619
Мне бы в небо;2009;Drama Romance;7.4;7;293358
Spellbound;1945;Film-Noir Mystery Romance;7.6;7;37755
Pickup on South Street;1953;Crime Film-Noir Thriller;7.8;8;10642
Invasion of the Body Snatchers;1956;Drama Horror Sci-Fi;7.8;8;39091
Римские каникулы;1953;Comedy Romance;8.1;10;113972
The Lady Vanishes;1938;Mystery Thriller;7.9;10;40879
Серьёзный человек;2009;Comedy Drama;7;8;116596
Большой;1988;Comedy Drama Family;7.3;6;171720
Фарго;1996;Crime Drama Thriller;8.1;8;537274
Blood Simple.;1984;Crime Drama Thriller;7.7;8;76571
The Man Who Knew Too Much;1934;Crime Mystery Thriller;6.9;7;14574
The Naked Kiss;1964;Crime Drama;7.4;8;5716
Shadow of a Doubt;1943;Thriller;7.9;7;51865
Criss Cross;1949;Crime Drama Film-Noir;7.6;8;5938
Cat People;1942;Fantasy Horror Thriller;7.4;7;16183
The Third Man;1949;Film-Noir Mystery Thriller;8.2;10;136922
Harvey;1950;Comedy Drama Fantasy;8;7;48619
Rebecca;1940;Drama Mystery Romance;8.1;8;106075
Mildred Pierce;1945;Crime Drama Film-Noir;8;8;19187
Очи черные;1987;Comedy Romance Drama;7.6;5;2522
Rodnya;1982;Comedy Drama;7.6;7;1006
The Music Box;1932;Comedy Short;8.1;6;5644
Друзья;1994;Comedy Romance;8.9;9;612260
Отель Руанда;2004;Biography Drama History;8.1;6;303591
Я шагаю по Москве;1964;Comedy Romance;8;9;1941
Типа крутые легавые;2007;Action Comedy;7.9;8;407647
Мексиканец;2001;Adventure Comedy Crime;6.1;5;94765
Гардемарины, вперёд!;1988;Adventure History Romance;7.7;8;984
Свой среди чужих, чужой среди своих;1974;Action Adventure Drama;7.7;7;2243
Одна неделя;1920;Short Comedy;8.2;7;5730
Одиннадцать друзей Оушена;2001;Crime Thriller;7.8;6;458265
Настя;1994;Comedy Romance;7;5;397
Polyoty vo sne i nayavu;1983;Drama;7.6;7;729
Троя;2004;Drama History Romance;7.2;5;434132
The Tin Star;1957;Western;7.4;8;4244
Собственность дьявола;1997;Action Crime Drama;6.1;4;51703
Young Catherine;1991;Biography Drama History;7.8;6;833
Легенды осени;1994;Drama Romance War;7.5;5;127670
Osenniy marafon;1979;Comedy Drama Romance;8;8;2244
Талантливый мистер Рипли;1999;Crime Drama Thriller;7.4;7;156031
Уайльд;1997;Biography Drama Romance;6.9;8;13450
Гаттака;1997;Drama Sci-Fi Thriller;7.8;6;250519
From Here to Eternity;1953;Drama Romance War;7.7;7;38137
Афоня;1975;Comedy Drama Romance;8;8;2699
Vivat, gardemariny!;1991;Adventure History Romance;6.8;8;530
Двенадцать друзей Оушена;2004;Crime Thriller;6.5;5;320686
Сибирский цирюльник;1998;Comedy Drama History;7.8;7;10335
Ne pokiday...;1989;Comedy Family Fantasy;8;7;141
Путешествие на Луну;1902;Short Adventure Fantasy;8.2;8;36467
Мистер и миссис Смит;2005;Action Comedy Crime;6.5;6;399185
Близость;2004;Drama Romance;7.3;9;184896
Мимино;1977;Comedy Drama;8.3;7;4197
Знакомьтесь, Джо Блэк;1998;Drama Fantasy Romance;7.2;4;188232
Tridtsat tri;1965;Comedy;7.2;6;517
День и ночь;2010;Animation Short Comedy;8.1;8;14246
Калифорния;1993;Crime Drama Thriller;6.7;6;46307
Отвергнутые;2000;Animation Short Comedy;8.1;8;7128
Кин-Дза-Дза;1986;Comedy Drama Sci-Fi;8.2;8;9835
Сыщик;2007;Crime Drama Mystery;6.5;4;28260
Утомленные солнцем;1994;Drama War;8;8;12666
La passion de Jeanne d'Arc;1928;Biography Drama History;8.2;8;37881
Индиана Джонс и Королевство хрустального черепа;2008;Action Adventure Fantasy;6.2;7;376393
Возвращение мушкетёров, или Сокровища кардинала Мазарини;2009;Action Adventure Comedy;2.5;1;565
Dayte zhalobnuyu knigu;1965;Comedy;7;6;380
Zigzag udachi;1968;Comedy;7.3;7;639
Не может быть!;1975;Comedy Musical Romance;7.7;8;1293
Ирония судьбы, или С легким паром!;1975;Comedy Romance;8.3;8;9145
Гусарская баллада;1962;Comedy Musical War;7.6;7;1080
Завтрак на Плутоне;2005;Comedy Drama;7.3;7;19144
Садко;1953;Adventure Fantasy;5.1;5;840
Star Trek: The Motion Picture;1979;Adventure Mystery Sci-Fi;6.4;6;72020
Pyos v sapogakh;1981;Animation Short Musical;7.6;8;529
8 жeнщин;2002;Comedy Crime Musical;7.1;7;26214
Сказ про то, как царь Пётр арапа женил;1976;Musical Romance;7.3;6;344
Beregis avtomobilya;1966;Comedy Crime Romance;8.3;9;3695
Париж, я люблю тебя;2006;Comedy Drama Romance;7.3;8;66780
Служебный роман;1977;Comedy Romance;8.4;9;6376
Предсказание;1993;Mystery Romance Thriller;6.2;5;212
Kak lvyonok i cherepakha peli pesnyu;1974;Animation Short;7.5;6;784
Rikki-Tikki-Tavi;1966;Animation Short;7.6;7;578
K-9;1989;Action Comedy Crime;6;7;28336
Большая перемена;1972;Comedy Romance;8.3;8;1049
Невероятные приключения итальянцев в России;1974;Adventure Comedy Crime;7.8;7;4255
Приключения Буратино;1960;Family Adventure Animation;7.4;7;511
Letuchaya mysh;1979;Musical Comedy;7.8;7;287
Марс атакует!;1996;Comedy Sci-Fi;6.3;7;190429
Жестокий романс;1984;Drama History Romance;8.1;8;2695
Разомкнутые объятия;2009;Drama Romance Thriller;7.2;8;34722
Pro Krasnuyu Shapochku;1977;Adventure Fantasy Musical;7.6;7;476
Vokzal dlya dvoikh;1983;Drama Romance;7.9;7;2293
Анализируй это;1999;Comedy Crime;6.7;5;134628
Ne boysya, ya s toboy;1981;Action Adventure Comedy;7.4;7;225
Моя мачеха - инопланетянка;1988;Comedy Sci-Fi;5.3;5;23035
Zelyonyy furgon;1983;Drama;7.4;7;200
Гараж;1980;Comedy Drama;8.2;8;2635
Сказка о царе Салтане;1984;Animation Adventure Family;7.3;7;411
O bednom gusare zamolvite slovo;1981;Comedy Drama History;8;9;883
Статский советник;2005;Drama Crime;7.1;7;2523
Stariki-razboyniki;1972;Comedy Crime Drama;7.5;7;1423
Big Bad Mama;1974;Action Comedy Crime;5.8;4;1818
Мой ласковый и нежный зверь;1978;Drama History Romance;7.5;7;767
Золотой теленок;1968;Comedy;8.4;8;1891
Kingdom of the Spiders;1977;Horror Sci-Fi;5.9;4;3830
Дети Шпионов;2001;Action Adventure Comedy;5.5;6;95568
Alisa v strane chudes;1981;Animation Short Comedy;7.8;9;481
Dostoyanie respubliki;1972;Action Adventure Crime;7.3;7;286
Рики;2009;Comedy Drama Fantasy;5.8;6;2591
Bыcокая мода;1994;Comedy Drama;5.1;6;13381
Chelovek niotkuda;1961;Adventure Comedy Fantasy;6.4;5;238
The Terror of Tiny Town;1938;Western;3.5;1;1371
Kaligula;1979;Drama History;5.3;6;30325
Королевство кривых зеркал;1963;Family Fantasy;7.4;7;924
38 popugaev;1976;Animation Short Family;7.6;7;845
The Devil's Rain;1975;Horror;4.8;1;2605
Универсальный солдат;1992;Action Sci-Fi;6;5;75401
Dyuymovochka;1964;Animation Short Family;7.3;6;534
Samaya obayatelnaya i privlekatelnaya;1985;Comedy Romance;7.5;8;1101
Double Impact;1991;Action Crime;5.5;6;33525
Безумный спецназ;2009;Comedy War;6.2;7;118889
Твин Пикс;1990;Crime Drama Mystery;8.8;10;145056
Дневная красавица;1967;Drama;7.8;10;34160
Джорджино;1994;Adventure Drama Horror;7.5;10;788
Люди Икс;2000;Action Adventure Sci-Fi;7.4;7;515488
Бегущий человек;1987;Action Sci-Fi Thriller;6.7;6;125827
Код да Винчи;2006;Mystery Thriller;6.6;3;359446
Люди Икс: Начало. Росомаха;2009;Action Adventure Sci-Fi;6.6;4;418553
Ганнибал;2001;Crime Drama Thriller;6.8;7;229796
Шоугёлз;1995;Drama;4.7;8;55685
Суини Тодд, демон-парикмахер с Флит-стрит;2007;Drama Horror Musical;7.4;7;312842
Семь;1995;Crime Drama Mystery;8.6;9;1217286
Бэтмен и Робин;1997;Action Sci-Fi;3.7;4;210778
Конец света;1999;Action Fantasy Horror;5.7;5;97413
Кейт и Лео;2001;Comedy Fantasy Romance;6.4;7;71900
Чужoй 3;1992;Action Horror Sci-Fi;6.4;8;244755
